Comment,Object,Label,Predicted_Objects
"cristiano ronaldo với neymar đúng nghĩa là tội thật, còn mất ông kìa gia định thuộc bình thường",['cristiano ronaldo' ' neymar'],2.0,[]
các cầu thủ giỏi đa số sinh ra trong gia đình nghèo khó,[],0.0,[]
messi mà nghèo,['messi'],2.0,[]
"không ngờ văn toàn các siêu sao đều xuất phát từ nghèo khó,nể sự cố gắng của họ thật",[],1.0,[]
suarez mãi đỉnh,['suarez'],1.0,['suare']
bây hay ngủ giấc thôi là mua được căn nhà,[],0.0,[]
anh em cùng hải chiều rồi đều có tick xanh lá,[],0.0,[]
suarez được lên tuyển nhưng cái giày cũng không có là hiểu,['suarez'],2.0,['suarez']
messi chỉ không may mắn thôi chứ chưa chắc nghèo khổ,['messi'],0.0,[]
nhìn suarez cứ tội kiểu gì ý,['suarez'],2.0,[]
messi xuất thân bình thường,['messi'],2.0,['messi']
áp lực tạo kim sang sik cương,[],1.0,[]
tội suarez quá,['suarez'],2.0,[]
tôi thấy đa số cầu thủ xuất thân nghèo thường giỏi hơi các giàuý kiến riêng,[],0.0,[]
modric nữa,['modric'],0.0,[]
nhìn suarez như những thanh niên nghèo mà lại thất tình ấy,['suarez'],0.0,[]
những cầu thủ luôn từ nhà nghèo đó là nhân tài thế giới,[],0.0,[]
messi không phải nghèo khổ nha cũng thuộc dạng trung bình,['messi'],0.0,[]
câu thu brazil xuât thân giau,['brazil'],0.0,['brazil']
nhìn tội ông thứ 2 vải thương thật,[],2.0,[]
"neymar không nghèo, đủ ăn tiêu",['neymar'],0.0,['ney']
suarez lúc đó nghèo giờ giàu lắm rồi,['suarez'],2.0,[]
nhìn hàm răng của suarez thương quá,['suarez'],2.0,[]
suarez nhìn thương ghê nhưng hay anh đã có tất cả rồi,['suarez'],0.0,['suarez']
sự cựu khổ tạo ra nhưng nhân tài,[],0.0,[]
suarez nhìn thương quá,['suarze'],2.0,['suarez']
tiếc và tội cristiano ronaldo mất chắc xong rồi lại con nữa,['cristiano ronaldo'],2.0,[]
"bây hay các huyền thoại bóng đá và nhữg siêu sao bong , nói không vệ sinh nghèo khổ",[],1.0,[]
suarez y như đói nhăn răng,['suarez'],2.0,['suarez']
messi con sẽ làm đúng ý bà muốn,['messi'],1.0,[]
mà đa số cầu thủ nghèo khổ sau này ai cũng giàu,[],0.0,[]
"và chính các cầu thủ xuất thân nghèo khó đó đã vươn mình trở thành những hàng đầu thế giới, làm mưa gió vệ sinh thống trị nền bóng đá giới 1 thời",[],0.0,[]
suarez còn không có đủ tiền để mua một đôi giày,['suarze'],2.0,[]
"phải ghi là gia cảnh chứ sao lạ xuất thân nhỉ,ví dụ con giám đốc, chú tịch",[],2.0,[]
nghèo khổ nhưng họ là những người tài năng nhất thế giới,[],1.0,[]
suarez nhìn tội,['suarze'],2.0,['suarez']
hay tao thấy ai nghèo khổ cũng là cầu thủ suất sắc thế giới nhỉ,[],1.0,[]
đâu ai có quyền được chọn xuất phát điểm của bản thân,[],0.0,[]
đa số nhưng ai đi lên từ khu ổ chuột của brazil lúc thành công đều sa đọa cả,['brazil'],2.0,['brazil']
khổ thành tài,[],0.0,[]
mất cầu thủ tôi không biết văn toàn giàu,[],0.0,[]
erling halanb cũng giàu có,['haaland'],1.0,[]
"messi không phải nghèo mà cũng giàu, gia đình chỉ đủ ăn mặc thôi",['messi'],0.0,[]
"nhìn suarez tội quá, với nhớ world cup vừa rồi anh khóc mà thương quá buồn cho 1 trung phóng số thế kỷ 21",['suarez'],0.0,['su']
những người giàu từ đầu nhìn tướng mạo ít vết nhăn hơn nhỉ,[],0.0,[]
cristiano ronaldo còn tí thì không có xuất thân ý,['cristiano ronaldo'],0.0,[]
"ngược thật sự, họ sinh ra nghèo khổ nhưng lớn lên thì ai cũng biết đến họ, và luôn đặc biệt rất giỏi",[],0.0,[]
suarez trung phong đỉnh nhất,['suarez'],1.0,['suarez']
phần lớn những huyền thoại nghèo khổ,[],2.0,[]
messi nghèo,['messi'],2.0,[]
pele nghèo khổ,['pele'],2.0,['pele']
cristiano ronaldo chiến đấu với bệnh tim,['cristiano ronaldo'],1.0,[]
"thường ông nào xuất thần nghèo đá mạnh mẽ hơn, mất giàu ẻo lả nhưng nghệ sĩ",[],0.0,[]
brazil chắc có mỗi kaka với julio cesar là giàu,['brazil' ' kaka' ' julio '],0.0,['brazil']
mới có được ngày hôm nay nỗ lực,[],0.0,[]
đặc biệt chưa,[],0.0,[]
nghèo gì mất ông ơi người ta vẫn bình đủ ăn mặc như mình thôi,[],0.0,[]
messi cũng được gọi là bình dân rồi nghèo gì câu lạc bộ nuôi từ nhỏ gđ trợ cấp hàng tháng,['messi'],0.0,[]
nhìn suarez tội kiểu gì ấy,['suarze'],2.0,[]
ai nói messi nghèo,['messi'],0.0,[]
hầu hết những cầu thủ hay thường xuất thân từ gia thế nghèo khổ,[],1.0,[]
chú yếu có cầu thủ nổi tiếng văn toàn xuất thân nghèo khổ,[],0.0,[]
bappe thì park hang seo,['mbappe'],0.0,[]
messi nhà trung lưu hoặc giàu thôi,['messi'],1.0,[]
những cầu thủ nghèo khổ văn toàn siêu sao,[],0.0,[]
đá hay ai cũng xuất thân khó khăn nghèo khổ,[],0.0,[]
messi tầm trung nhé chứ không phải nghèo khổ đói đồ ăn cái mặc như những người khác,['messi'],0.0,[]
pipue đá vì đam mê,['pique'],1.0,[]
người may mắn nhất vẫn là cristiano ronaldo nếu không thì trúng ta sẽ biết anh ấy ai đâu nhỉ,['cristiano ronaldo'],0.0,['ro']
messi khó khă lúc nào vậy,['messi'],2.0,[]
suarez tội quá,['suarez'],2.0,['suarez']
thương suarez,['suarez'],2.0,[]
suarez giỏi,['suarez'],1.0,['are']
xuất thân nhà messi bình thường mà,['messi'],0.0,[]
thấy suarez đáng thương quá,['suarez'],2.0,['suarez']
những người suất thân nghèo nhưng,[],0.0,[]
messi hình như tầm trung chứ không nghèo,[],0.0,[]
su tội quá,['suarez'],2.0,[]
suarez nhìn ổng cúe tội sao ý,['suarez'],2.0,['suarez']
trong đó 1 người từng đi quét rác là ai,[],0.0,[]
tiền không làm nên tất cả đâu,[],0.0,[]
hảo messi nghèo có hẳn cả máy bay đến đón anh mà,['messi'],2.0,[]
các bạn tim video mới của mình được không ạ,[],0.0,[]
messi là tầm trung,['messi'],1.0,[]
messi tầm khá giả thôi,['messi'],1.0,[]
cristiano ronaldo phải nỗ lực rất nhiều,['cristiano ronaldo'],0.0,['nal']
nhưng giờ họ đều giàu hơn,[],0.0,[]
mapepe đâu,['mbappe'],0.0,[]
cristiano ronaldo tự bắt xe để hoàn thành ước mơ,['cristiano ronaldo'],1.0,[]
giàu và nghèo luôn có nét mặt riêng,[],0.0,[]
neymar messi cristiano ronaldo suarez 4 cầu thủ giỏi trong thế kỹ này,['neymar' ' messi' ' cristiano ronaldo' ' suarez'],1.0,[]
suarez nhìn thấy tội,['suarez'],2.0,['suarez']
đa số cầu thủ bra là nghèo,['brazil'],2.0,[]
đeo tai nghe mượt vậy,[],0.0,[]
hãy nắm giữ ý thức đó,[],0.0,[]
bây hay suarez đã có rất nhiều tiền,['suarez'],1.0,[]
mất cầu thủ kiểu nghèo hay văn toàn nổi tiếng,[],0.0,[]
cka nhịn,[],0.0,[]
tôi vô tình được bạn bè rủ chơi bóng và từ đó thích luôn,[],0.0,[]
messi nghèo khổ là hơi sai la,['messi'],0.0,[]
nhìn suarez tội vậy,['suarez'],2.0,[]
tôi cũng nghèo vậy sao này có được như họ không,[],0.0,[]
ủa mình nhớ nhà messi cũng khá giả mà,['messi'],0.0,[]
messi tuy lúc đó nghèo nhưng nhàn thật chẳng lận cận như các cầu thủ khác,['messi'],2.0,[]
có thử thách gian khổ thì sẽ tài năng,[],0.0,[]
nhìn suarez tội sao á,['suarez'],2.0,[]
hình như tôi nhớ messi trong gia đình khá giả mà bạn,['messi'],0.0,[]
pele cũng thế nghèo,['pele'],2.0,['pele']
giàu có mới là đặc biệt,[],0.0,[]
kaka giàu,['kaka'],1.0,[]
người nghèo luôn giỏi không phân biệt gì hết,[],1.0,[]
tưởng Ibrahimovic giàu lắm,['Ibrahimovic'],2.0,['Ibrahimovic']
sao tôi thấy những cầu thủ hay nhất thời điểm hiện tại văn toàn xuất thân nghèo khó,[],0.0,[]
mesut ozil tiếc cho một tài năng trong gia đình khó khăn,['mesut ozil'],0.0,[]
suarez lúc bé chỉ mong ước có một chiếc bánh mì,['suarez'],0.0,[]
theo tôi biết thì nhà messi cũng không thuộc dạng nghèo có ăn mà tầm khá đủ,['messi'],0.0,[]
messi xuất thân trung lưu không nghèo đâu bạn,['messi'],1.0,['ssi']
cảm ơn người bà của messi vì đã giúp đi đến con đường thành công trong sự nghiệp đá bóng này,['messi'],1.0,[]
đa số cầu thủ xuất sắc đều có thân nghèo khó,[],0.0,[]
pique đá bóng vì đam mê,['pique'],1.0,[]
các cầu thủ xuất sắc nhất thế giới đều có thân nghèo khổ,[],0.0,[]
cậu kai havertz của chelsea mới chất,[],0.0,[]
hầu như các cầu thủ xuất thân từ nam mỹ là trường hợp nghèo khổ,[],0.0,[]
saurez kiểu hết tiền không còn xu dính túi,['suarez'],2.0,[]
nhìn suarez cứ tội sao á,['suarez'],2.0,[]
sao không phải là nghèo khó nghe chữ khổ nặng nề quá,[],0.0,[]
chính sự nghèo khổ đã rèn luyện chong họ về kiên trì không bỏ cuộc để có thể chạm đến ước mơ danh vọng,[],1.0,[]
tôi có tên bắt đầu từ chữ sao,[],0.0,[]
suarez đang có ý định đi cầm cái đồng hồ vì trong túi không còn một ngàn,['suarez'],2.0,['suarez']
casemiro cũng nghèo mà,['casemiro'],2.0,[]
hầu hết các cầu thủ brazil đều xuất thân nghèo khó,['brazil'],0.0,['brazil']
"neymar,messi,cristiano ronaldo là người giàu mà nhưng neymar không bị lắm",['neymar' ' messi' ' cristiano ronaldo'],0.0,['mar']
những người nghèo khổ khá đặc biệt,[],1.0,[]
cầu thủ xuất thân nghèo khổ văn toàn siêu sao,[],1.0,[]
bạn ơi messi không nghèo đâu,['messi'],0.0,[]
đa số các cầu thủ nổi tiếng nhất văn toàn nghèo khổ không,[],2.0,[]
những người nghèo khổ da thương đen xạm,[],2.0,[]
nhìn suaez tội quá,['suarez'],1.0,[]
hầu như cầu thủ đến từ nam mỹ đều có xuất thân nghèo,[],2.0,[]
các huyền thoại thường đi lên từ con đường nghèo khó,[],1.0,[]
nghèo nhung đá hay,[],1.0,[]
suarez ăn nhiều chìa cả răng,['suarez'],2.0,[]
mất đứa xuất thân giàu tôi chả biết thằng nào,[],2.0,[]
những người đá bóng giỏi và là huyền thoại văn toàn xuất thân nghèo khổ,[],1.0,[]
nghèo khổ lại thành công hơn,[],1.0,[]
imbra với cristiano ronaldo cười nhìn đẹp vãi,['Ibrahimovic' ' cristiano ronaldo'],1.0,[]
mbappe thì sao ặ,['mbappe'],1.0,[]
messi toi không nghĩ là nghèo khổ vì nhà vẫn có thể chữa trị cho khoảng thời gian đầu với liều thuốc rất đều đặn,['messi'],1.0,[]
messi bình thường,['messi'],1.0,[]
đa số những cầu thủ nghèo điều có tiềm năng hơn xuất thán từ gia đình giàu,[],1.0,[]
cristiano ronaldo anh ấy hiện tại có tất cả nhưng lại không bố,['cristiano ronaldo'],2.0,['nal']
điểm chung ở đây đó là mất ông giàu tôi chả biết ai còn nghèo cũng thần tượng của,[],2.0,[]
mbappe cũng nghèo,['mbappe'],1.0,[]
cầu thủ nghèo khổ đều là thiên tài,[],1.0,[]
nghèo vượt khó,[],1.0,[]
modric là khổ nhất,['modric'],2.0,[]
pelé cung ngheo kho nhung ong ta la mot huyen thoai,['pele'],1.0,[]
các cầu thủ nghèo khó thì giờ là ngôi sao,[],1.0,[]
suarez nhìn thương quá,['suarez'],1.0,['suarez']
nghèo khổ có khác,[],2.0,[]
nhà messi không phải là quá nghèo mà bình thường,['messi'],1.0,[]
nhìn suarez tội vãi,['suarez'],2.0,[]
kaka nữa,['kaka'],1.0,[]
nhà messi biết mà không nghèo đâu,['messi'],1.0,[]
chắc suarez tội dữ chưa,['suarez'],2.0,['suarez']
rồi có gì đặc biệt thế,[],0.0,[]
messi khá giả mà,['messi'],1.0,[]
nhìn mất ông giàu sẵn đúng là sang hơn ở cái thần thái,[],1.0,[]
giàu có với nghèo khổ là xuất thân đặc biệt,[],1.0,[]
messi không ngheo đâu,['mmessi'],1.0,[]
cầu thủ càng nghèo đá hay,[],1.0,[]
"những người hay nhất thường nghèo, có khi nào mình à mà thôi",[],1.0,[]
thế hệ trước thấy rivaldo khổ nhất,['rivaldo'],2.0,[]
"phần lớn các cầu thủ ở tây ban nha , ý thường là quý tộc rất giàu có",['Tây Ban Nha' ' Italia'],1.0,['tây' 'ban' 'nha']
nghèo mới sinh ra cái nôi thiên tài,[],1.0,[]
pique mới là giàu,['pique'],1.0,[]
kaka bị giật mình từ lúc mới sinh,['kaka'],2.0,['kaka']
hầu như các siêu sao đề từ đáy xã hội đi lên,[],1.0,[]
kante đâu,['kante'],1.0,[]
rồi đặc biệt dữ chưa,[],0.0,[]
messi hồi nhỏ cũng không thiếu thốn thứ gì mà ý kiến riêng,['messi'],1.0,[]
messi có nghèo đâu gia đình công chức mà chỉ là không giàu thôi chứ cũng đến mức khổ,['messi'],1.0,[]
hầu hết mất cầu thủ hay đều nghèo ha,[],1.0,[]
sergio ramos nữa ạ,['ramos'],1.0,[]
cầu thủ faiq bolkiah thì sao,['aiq bolkiah'],1.0,[]
pique sinh ra đã giàu có danh tiếng chưa biết sau như nào nhưng đến hiện tại vậy đúng là quá thành công,['ppique'],1.0,[]
messi trung lưu chứ,['messi'],1.0,[]
đội nghèo khổ có luôn 2 slot không ai sánh nổi,[],0.0,[]
nghèo khổ văn toàn những cầu thủ hàng đầu thế giới không,[],1.0,[]
sao chì có nghèo khổ với giàu vậy,[],0.0,[]
nghèo khổ đã bị che bằng sự thành công vang dội của họ,[],1.0,[]
mình cũng vừa nghèo khổ đâyquá chán,[],2.0,[]
huyền thoại thường được sinh ra trong khốn cảnh,[],1.0,[]
chính sự nghèo đó mới tạo lên huyền thoại,[],1.0,[]
những cầu thủ xuất thân nghèo khổ lại có 1 sự nghiệp bóng đá tuyệt vời hơn,[],1.0,[]
những ai nghèo khổ đa số rất phát triển,[],1.0,[]
kaka giàu,['kaka'],2.0,[]
hầu như những người thành công nhất đều xuất thân từ nghèo khổ,[],1.0,[]
messi với cristiano ronaldo là khổ nhất lúc nhỏ cả 2 đều có bệnh hiểm nghèo,['messi' ' cristiano ronaldo'],2.0,[]
zinchenko tổng thống mạng chưa nghỉ hưu,['zinchenko'],2.0,['zinchenko']
messi gia đình trung lưu mà nhỉ,['messi'],2.0,[]
thường thì thấy các danh thủ có lối đá kiểu lãng tử sẽ là xuất thân giàu í,[],1.0,[]
su tội vãi,['suarez'],2.0,[]
và hầu như cầu thủ nghèo từ trong trứng giỏi hơn tất thảy sự khổ cực rèn lên í chí,[],1.0,[]
anh sú đói nhe răng luôn á,['suarez'],2.0,[]
những người vĩ đại đa số xuất thân đều nghèo,[],1.0,[]
messi thời đó có nhà bóng hẳn hoi chơi là giàu chán,[],2.0,[]
đa số các cầu thủ nổi tiếng quá khứ nghèo khổ đều ở nam mỹ,[],2.0,['mỹ']
kante cực nghèo,['kante'],2.0,[]
bạn nói gì vậy không phải nghèo khổ vô cùng mới đúng,[],2.0,[]
cristiano ronaldo hay quá,[],1.0,[]
để ý những người có xuất thân nghèo lại là giỏi hơn còn,[],1.0,[]
messi không nghèo như bạn nói đâu thuộc dạng gia đình có đủ ăn chứ thiếu cũng thừa,['messi'],1.0,[]
cuối cùng trong video cũng chỉ có hai kiểu xuất thân mà ai coi như bth nghèo và giàu,[],2.0,[]
"vươn lên thành những cầu thủ top đầu thế giới, respect",[],1.0,[]
messi trung lưu,['messi'],1.0,[]
tôi nghèo hả,[],0.0,[]
tiền đạo hàng đầu tgioi đa số xuất thân nghèo,[],1.0,[]
khổ thân cristiano ronaldo,['cristiano ronaldo'],1.0,[]
nghèo khổ mà văn toàn nhân tài không haha,[],1.0,[]
cristiano ronaldo đỉnh,['cristiano ronaldo'],1.0,[]
thiếu zlanta thần đồng cùng với messi,[' Ibrahimovic' ' messi'],1.0,[]
những cầu thủ giỏi đều xuất thân từ gđ nghèo khổ vì khiến họ có động lực để đi lên,[],1.0,[]
mbappe khỏi nói,['mbappe'],1.0,[]
"rồi, n, mày đều là các cầu thủ được yêu thích và nổi tiếng nhất hiện nay nhưng xuất thân của họ không may mắn như chúng ta nghĩ",['cristiano ronaldo' ' naymer' ' messi'],1.0,[]
xuất thân giàu nghèo thì bảo đời nay chả có không gì đặc biệt nhưng quan trọng là họ làm thế nào để đến vệ sinh bóng đá cơ,[],1.0,[]
kết luận cứ nghèo khổ thì sẽ thành cầu thủ nổi tiếng,[],1.0,[]
đa số những cầu thủ đá hay và vĩ đại đều là người nghèo khổ từ nhỏ,[],1.0,[]
mình nghĩ chú vid nên thay từ giàu có thành khá giả và nghèo khổ khó khăn ngôn sẽ hay tinh tế hơn ạ,[],1.0,[]
"giàu và nghèo là sự chênh lệch điển hình trong xã hội, có gì đặc biệt à",[],1.0,[]
điểm chung là họ đều huyền thoại,[],1.0,[]
không ai nói về ales sanchez nhỉ từ chàng thợ hồ đi lên cũng thương lắm,['alexis sanchez'],1.0,['ales' 'sanchez']
hiện tại dù có nhiều tiền suarez vẫn không quên món cổ chắc luôn,['suarez'],1.0,[]
nhìn mặt suarez thấy buồn sao á,['suarez'],1.0,[]
"mất ô tự cố gắng vươn lên văn toàn có tiếng tăm nổi trội hơn ý, đúng tấm gương để việt nam noi theo, mong sau này mình cũng được một chút gắg như vậy",[],1.0,['việt' 'nam']
messi trung bình thôi không nghèo,['messi'],2.0,[]
đa số là nghèo khổ mà nhờ có bóng đá họ mới ngày hôm nay,[],1.0,[]
từ nghèo khổ họ bắt đầu đi lên thành những người tài năng,[],1.0,[]
messi là đủ ăn nhé không đến nỗi nghèo,['messi'],2.0,[]
nhìn suarez thấy tội sao á,['suarez'],1.0,[]
ông suarez nhìn đúng khổ luôn trời,['suarez'],1.0,['suarez']
tất cả những huyền thoại của bóng đá thế giới thì đa phần là xuất thân nghèo khó,[],2.0,[]
suarez nhìn tội thật,['suarez'],1.0,['suarez']
sự nghèo khổ đã tạo ra những huyền thoại,[],1.0,[]
thế giới messi khá giả mà chứ đâu đến nỗi nghèo,['messi'],2.0,[]
có mỗi messi nghèo nhưng ô ấy điềm đạm,['messi'],1.0,[]
còn mpappe,['mbappe'],1.0,[]
nhìn thương suarez,['suarez'],1.0,[]
luka modric,['modric'],1.0,['luka' 'modric']
suarez,['suarez'],1.0,['suarez']
messi bố làm giám đốc đó mà nghèo,['messi'],2.0,[]
mặt suarez nhìn đau khổ dị,['suarez'],2.0,[]
casemiro thích uống yakun nhưng điều kiện không cho phép,['casemiro'],2.0,[]
suy ra đặc biệt ở clip này là nghèo khổ và giàu có rồi tôi cũng được xem,[],1.0,[]
messi là đủ ăn mặc chứ không phải nghèo,['messi'],2.0,[]
messi không nghèo đâu nhà khá giả đấy,['messi'],2.0,[]
không có ý gì đâu nhưng đụ má tự nhiên đến khúc suarez buồn cười vãi ò khổ thân anh,['suarez'],2.0,[]
những tài năng xuất thân luôn từ cảnh nghèo,[],1.0,[]
để ý xuất thân giàu có cơ mặt giãn nghèo khổ dù bao giơ vẫn cau lại nhìn khắc kiểu gì,[],2.0,[]
suarez trưng bản mặt đúng nghèo khổ liền,['suarez'],2.0,['suarez']
đa phần những cầu thủ xuất thân nghèo khổ thì giờ thành công hơn khác nhỉ,[],1.0,[]
nhìn suarez thương lắm,['suarez'],1.0,[]
cầu thủ nghèo khó thành công hơn giàu có,[],1.0,[]
những người giàu không cần thể hiện ra,[],1.0,[]
nhìn suarez tội vãi,['suarez'],2.0,[]
kaka,['kaka'],1.0,['kaka']
giàu nghèo gì chả quan trọng họ cùng chung sân cỏ niềm đam mê thì không nói được hết,[],1.0,[]
dù xuất thân thế nào đi nữa thì mất ông này bây giờ cũng đều giàu vãi cả đạn,[],1.0,[]
nghèo vật chất nhưng không ý chí,[],1.0,[]
ai bảo messi nghèo khổ,['messi'],2.0,[]
suarez nhìn thương ghê,['suarez'],1.0,['suarez']
những ai đọc về chuyện tình của suarez sẽ thấy anh là người philippines thường đán ngưỡng mộ đến thế nào xứng đáng một đấng nam nhi,['suarez'],1.0,['suarez' 'philippines']
những huyền thoại luôn xuất thân nghèo khó,[],1.0,[]
neymar bố ơi nhà mình sẽ có một chiếc xe hơi,['neymar'],1.0,['neymar']
nhìn suarez khổ ghê,['suarez'],1.0,[]
"chỉ cần bạn có 1 đôi chân tốt, chiến thuật tiền sẽ đến vệ sinh bạn, không những thế phải đam mê nữa",[],1.0,[]
khu của Ibrahimovic mới phức tạp nghe xong cũng nể anh,['ibrahimovic'],1.0,['Ibrahimovic']
nhưng mà đúng là giàu nó có khí chất của nhà,[],1.0,[]
messi là gia đình khá giả rồi,['messi'],1.0,[]
dường như những huyền thoại đều có khởi đầu khó khăn,[],1.0,[]
nghèo khổgiàu có,[],1.0,[]
video cho trúng ta biết bóng đá không phân biệt giàu nghèo,[],2.0,[]
messi,['messi'],1.0,[]
"sadio mane, kante",['mane' ' kante'],1.0,[]
messi,['messi'],1.0,[]
pele,['pele'],1.0,['pele']
wout weghorst,['wout weghorst'],1.0,[]
kante,['kante'],1.0,['kante']
messi giau ma,['messi'],1.0,[]
những huyênt thoại đều chug hoàn cảnh,[],1.0,[]
thằng nào nghèo đấy mới là đẳng cấp,[],2.0,[]
"messi mà nghèo khổ à, nhầm lẫn gì không",['messi'],2.0,[]
nhìn mặt suarez tội vậy,['suarez'],1.0,[]
piqué kiểu nhà anh không có gì ngoài tiền,['pique'],1.0,[]
nghèo khó cố gắng để rèn luyện chở thành 1 huyền thoại,[],1.0,[]
ricon messi thiên bẩm,['cristiano ronaldo' ' messi'],1.0,[]
modric theo tôi là khổ nhất,['modric'],1.0,[]
tuy những cầu thủ giàu trong video đều hay nhưng nghèo lại là huyền thoại,[],1.0,[]
những cầu thủ nghèo ấybây giờ là xuất sắc nhất thế giới,[],1.0,[]
messi nhớ là khá giả mà nhờ,['messi'],1.0,[]
messi không hề nghèo nha,['messi'],1.0,[]
quỷ,['manchester united'],1.0,[]
nhỏ linh,[],0.0,['nhỏ' 'linh']
messi mà nghèo à,['messi'],2.0,[]
"messi gốc là có ăn mặc, sau khủng hoảng mới nghèo trước khi vào barca thì chi phí chữa bệnh của gđ tự trả này không đủ",['barca' ' messi'],2.0,['barca']
nghèo khổ mà văn toàn super star hãy để giàu,[],2.0,[]
messi là trung lưu bạn ơi,['messi'],2.0,[]
theo tôi thấy những người nghèo khổ họ hay hơn giàu có lòng bên bỉ và tinh thần,[],1.0,[]
"messi tôi cũng không thấy nghèo lắm , lúc đấy argentina bị thất nghiệp nên nhiều nhà có công việc mới vậy thôi",['messi' ' argentina'],2.0,[]
bằng một cách nào đó vẫn có sự khác nhau giữa những người xuất phát điểm giàu từ nhỏ nhìn họ bóng bẩy và ngược lại,[],1.0,[]
thế bảo nghèo là đá giỏi à,[],2.0,[]
văn bơ xi giàu có lãng tử thật,[],0.0,[]
bài học rút ra hãy nghèo khổ,[],2.0,[]
sự thỏ đúng thực dụng,['suarez'],1.0,[]
các huyền thoại đều bắt đầu bằng cái nghèo,[],2.0,[]
giờ họ đã giàu,[],1.0,[]
đa số thiên tài đều có xuất thân nghèo khổ,[],1.0,[]
"messi không phải nghèo khổ, khá giả mà gđ có tiền trả thuốc men thôi,",['messi'],1.0,[]
họ xuất thân từ nghèo khó,[],1.0,[]
nhìn suarez kiểu không có 1 xu dính túi luôn,['suarez'],1.0,[]
nhìn ông su kiểu ai mượn vậy trông nghèo khổ nhất luôn,['suarez'],1.0,[]
nghèo mà có tài,[],1.0,[]
ngoài cristiano ronaldo và messi ra thì suarez mình xếp vào top 3,['cristiano ronaldo' ' messi và suarez'],1.0,[]
"neymar jr, cristiano ronaldo,anh mét siu, súa rét đều xuất thân nghèo nhưng mà lại thành những người haykhá haycực tốt trong làng bóng đá",['neymar' ' cristiano ronaldo' ' messi' ' suarez'],1.0,['neymarnal']
messi là đủ ăn tiêu chứ không nghèo nhé,['messi'],1.0,[]
vãi cả messi nghèo thì ai giàu con của giám đốc thép,['messi'],1.0,[]
ủa ba theo được biết thì gia đình messi đâu nghèo dạng khá giả chứ không giàu nha,['messi'],1.0,[]
suarez đói quá nên mới cắn người thôi mong mọi hiểu cho chắc vợ của mình ạ cảm ơn,[],1.0,['suare']
đa số họ đều xuất thân nghèo khổ tại sao chúng ta có mọi thứ lại không làm được như,[],1.0,[]
đag nói hồi bé í,[],1.0,[]
ông nào nghèo đấy sau giỏi lắm,[],1.0,[]
neymar lúc nhỏ sống trong khu nhà ổ chuột với nhiều tệ nạn xung quanh,['neymar'],1.0,['neymar']
đa phần cầu thủ đều xuất thân từ gđ nghèo khổ ít ai khá giả hay giàu lắm,[],1.0,[]
"mất ông brazil đa số là nghèo , có kaka giàu",['brazil' ' kaka'],1.0,['brazil']
ai cần tăng view thì bảo mình nhé,[],0.0,[]
pele nghèo khổ và lối đá gimga mình không biết chữ trong ngoặc viết sao mong thông cảm,['pele'],1.0,[]
nhà giàu đá không hay nhèo rất,[],2.0,[]
messi đủ ăn sống mà có nghèo đâu,['messi'],1.0,[]
những người có kĩ năng luôn là 1 không sự giàu sang từ nhỏ nên vậy bọn họ mới phấn đấu hết mình,[],1.0,[]
thế không biết luka modric từ nhỏ sống trong chiến tranh anh,['modric'],1.0,['luka' 'modric']
những cầu thủ châu âu chính gốc đa phần là giàu có,[],1.0,['châu' 'âu']
messi điều kiện nhà biết mà,['messi'],1.0,[]
nhớ neymar và câu chuyện đóng tiền điện quá,['neymar'],1.0,[]
đa số những cầu thử đến từ nam mỹ đều khó khăn,[],1.0,['nam' 'mỹ']
những siêu lớn mà nghèo khó ai cũng biết còn giàu thì ít hơn có giống dị không,[],1.0,[]
"qua đây tôi rút ra được kết luận đừng nên đánh giá những người nghè,vì họ giàu và thành công khi nào không hay chỉ áp dụng cho ai có ý chí cầu tiến",[],1.0,[]
messi nhà bình thường mà,['messi'],1.0,[]
nói về thân thế và tiền bạc thì thua hết faig bolkia của brunei nhé,['faiq bolkiah' ' brunei'],1.0,[]
kante siêu nghèo luôn phải không đi nhặt rác kiếm sống,['kante'],1.0,['kante']
messi nếu tính thì cũng đủ ăn mặc,['messi'],1.0,[]
minh chứng trước khi được như ta muốn phải qua thời kỳ bị xem là rác,[],1.0,[]
cuộc sống nghèo khổ thường sinh ra thiên tài,[],1.0,[]
messi ở dạng đủ ăn chứ có nghèo đâu,['messi'],1.0,[]
suarez lúc đấy có mỗi bộ nhá,['suarez'],1.0,[]
"nghèo thì đá hay nổi tiếng , giàu cũng mà ít hơn mất hằn",[],1.0,[]
"nhìn suares buồn cười nhỉ, kiểu bị cô giáo nhắc chưa đóng tiền học",['suarez'],1.0,[]
đa số những ai xuất thân từ nam mỹ đều có cuộc sống nghèo khổ cả,[],1.0,[]
messi đủ ăn mặc không chữa bệnh thì cứ bé vậy thôi chứ nghèo đâu mà,['messi'],1.0,[]
ủa nọ có video nói messi nhà giàu mà,['messi'],1.0,[]
"xuất thân thế nào mà chẳng được,niềm đam mê và sự cống hiến với bóng đá của các anh đều là thứ khiến tất cả trúng ta nể phục",[],1.0,[]
messi thuộc kiểu đủ sống qua ngày thằng,['messi'],1.0,[]
kaka,['kaka'],1.0,['kaka']
à,[],0.0,[]
cristiano ronaldo suýt không thể sinh ra messi thiếu hoocmon tăng trưởng trở thành 2 xuất sắc nhất mọi thời đại của làng túc cầu,['cristiano ronaldo' ' messi'],1.0,[]
